Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
LEGO Star Wars: The Video Game,X,2005,Action,Eidos Interactive,0.83,0.28,0,0.05,1.16,,,,,
Sniper: Ghost Warrior,X360,2010,Shooter,City Interactive,0.54,0.5,0,0.12,1.16,45,39,5.8,89,M
Sonic Rush Adventure,DS,2007,Platform,Sega,0.53,0.48,0.01,0.12,1.15,78,32,8.2,66,E
Worldwide Soccer Manager 2009,PC,2008,Simulation,Sega,0,1.14,0,0.01,1.15,83,29,8.1,30,E
Gauntlet: Dark Legacy,PS2,2001,Action,Midway Games,0.56,0.44,0,0.15,1.15,73,15,8.3,30,T
Medal of Honor Heroes 2,PSP,2007,Shooter,Electronic Arts,0.5,0.39,0.02,0.25,1.15,69,20,7.3,30,T
WWE 2K15,PS4,2014,Sports,Take-Two Interactive,0.39,0.57,0,0.19,1.15,62,44,5.1,164,T
Bad Boys: Miami Takedown,PS2,2004,Shooter,Empire Interactive,0.56,0.44,0,0.15,1.15,43,5,3.4,13,M
Wario Land: Shake It!,Wii,2008,Platform,Nintendo,0.59,0.31,0.15,0.1,1.15,,,,,
Football Manager 2013,PC,2012,Sports,Sega,0,0.95,0,0.21,1.15,86,37,6.8,230,
Kaboom!,2600,1980,Misc,Activision,1.07,0.07,0,0.01,1.15,,,,,
FIFA Soccer 10,PSP,2009,Sports,Electronic Arts,0.16,0.67,0.01,0.31,1.15,83,9,7.9,14,E
Qix,G,1990,Puzzle,Nintendo,0.51,0.2,0.41,0.03,1.15,,,,,
Doraemon,NES,1986,Action,Hudson Soft,0,0,1.15,0,1.15,,,,,
Derby Stallion III,SNES,1995,Sports,ASCII Entertainment,0,0,1.15,0,1.15,,,,,
High School Musical 2: Work This Out!,DS,2008,Misc,Disney Interactive Studios,0.5,0.52,0,0.13,1.15,,,,,
Donkey Konga,GC,2003,Misc,Nintendo,0.5,0.16,0.46,0.03,1.15,76,55,8.1,22,E
Call of Duty 4: Modern Warfare,PC,2007,Shooter,Activision,0,1.12,0,0.03,1.15,92,40,8.5,2376,M
Dragon Quest I & II,SNES,1993,Role-Playing,Enix Corporation,0,0,1.15,0,1.15,,,,,
Tak and the Power of Juju,PS2,2003,Platform,THQ,0.56,0.44,0,0.15,1.15,68,28,9,28,E
Red Dead Redemption: Undead Nightmare,PS3,2010,Action,Take-Two Interactive,0.45,0.45,0.06,0.18,1.15,,,7.5,18,M
Asteroids,PS,1998,Shooter,Success,0.64,0.43,0,0.07,1.15,,,,,
Puyo Puyo Sun Ketteiban,PS,1997,Puzzle,Compile,0,0,1.07,0.07,1.15,,,,,
Persona 4: Golden,PSV,2012,Role-Playing,Atlus,0.37,0.24,0.38,0.16,1.14,93,61,9.2,1240,M
Sunset Overdrive,XOne,2014,Shooter,Microsoft Game Studios,0.64,0.4,0,0.1,1.14,81,89,7.7,1142,M
Action Bass,PS,2000,Action,Take-Two Interactive,0.64,0.43,0,0.07,1.14,51,8,,,E
Tenchu: Wrath of Heaven,PS2,2003,Action,Activision,0.44,0.34,0.25,0.11,1.14,79,33,8.4,38,M
Shadow of the Colossus,PS2,2005,Action,Sony Computer Entertainment,0.78,0.03,0.2,0.13,1.14,91,77,9.1,948,T
Brave Fencer Musashi,PS,1998,Role-Playing,SquareSoft,0.25,0.17,0.65,0.07,1.14,81,12,8.5,17,E
Pokemon Rumble Blast,3DS,2011,Action,Nintendo,0.47,0.26,0.35,0.07,1.14,56,36,7.1,50,E10+
Ninja Gaiden Sigma,PS3,2007,Action,Eidos Interactive,0.57,0.32,0.09,0.16,1.14,88,46,7.5,156,M
WWE 2K14,PS3,2013,Sports,Take-Two Interactive,0.49,0.46,0,0.19,1.14,74,22,7.5,121,T
007: Quantum of Solace,PS3,2008,Action,Activision,0.43,0.51,0.02,0.19,1.14,65,42,6.6,49,T
Dance Dance Revolution Extreme 2,PS2,2005,Simulation,Konami Digital Entertainment,0.95,0.04,0,0.16,1.14,76,27,9,21,E10+
Dragon Ball: XenoVerse,PS4,2015,Fighting,Namco Bandai Games,0.32,0.53,0.13,0.16,1.14,69,50,7.7,600,T
Super R.C. Pro-Am,G,1991,Racing,Nintendo,0.58,0.37,0.15,0.04,1.14,,,,,
Resident Evil - Code: Veronica,DC,2000,Action,Eidos Interactive,0.41,0.23,0.47,0.03,1.14,,,,,
Commando,NES,1986,Action,Capcom,0.71,0.16,0.25,0.03,1.14,,,,,
Pilotwings,SNES,1990,Simulation,Nintendo,0.46,0.17,0.48,0.02,1.14,,,,,
South Park,N64,1998,Shooter,Acclaim Entertainment,0.9,0.23,0,0.02,1.14,,,,,
The Lord of the Rings: The Return of the King,X,2003,Action,Electronic Arts,0.71,0.38,0,0.05,1.14,84,31,9.1,31,T
EA Sports Active: More Workouts,Wii,2009,Sports,Electronic Arts,0.77,0.27,0,0.1,1.14,80,15,,,E
LEGO Star Wars: The Video Game,GBA,2005,Action,Eidos Interactive,0.82,0.3,0,0.02,1.14,,,,,
Hot Shots Golf: Out of Bounds,PS3,2007,Sports,Sony Computer Entertainment,0.31,0.03,0.76,0.04,1.14,81,66,8.8,32,E
Royal Palace of White Sword and The City of Gentiles,PS2,2005,Role-Playing,Take-Two Interactive,0,0.51,0,0.62,1.14,,,,,
Ratchet & Clank: All 4 One,PS3,2011,Platform,Sony Computer Entertainment,0.75,0.21,0.05,0.12,1.14,,,,,
Alien: Isolation,PS4,2014,Shooter,Sega,0.35,0.57,0.04,0.18,1.14,79,50,8.1,800,M
Mobile Suit Gundam: Federation vs. Zeon,PS2,2001,Simulation,Atari,0.12,0.1,0.88,0.03,1.14,73,15,8.8,32,T
Need for Speed Underground 2,GC,2004,Racing,Electronic Arts,0.7,0.39,0.01,0.03,1.14,,,,,
Pikmin 3,WiiU,2013,Strategy,Nintendo,0.45,0.33,0.29,0.07,1.13,87,79,8.7,666,E10+
MechAssault,X,2002,Simulation,Microsoft Game Studios,1.01,0.1,0,0.03,1.13,87,32,8,47,T
LEGO City Undercover,WiiU,2013,Platform,Nintendo,0.49,0.44,0.13,0.08,1.13,80,66,8.2,283,E10+
Pokken Tournament,WiiU,2016,Fighting,Namco Bandai Games,0.56,0.32,0.18,0.09,1.13,76,74,8,276,E10+
Derby Stallion 99,PS,1999,Sports,ASCII Entertainment,0,0,1.06,0.07,1.13,,,,,
Cars,GBA,2006,Racing,THQ,0.81,0.3,0,0.02,1.13,50,8,4.7,6,E
LEGO Star Wars III: The Clone Wars,3DS,2011,Action,LucasArts,0.61,0.43,0,0.09,1.13,67,25,6.1,31,E10+
Project CARS,PS4,2015,Racing,Slightly Mad Studios,0.23,0.7,0.03,0.17,1.13,83,37,6.6,367,E
Tom Clancys Rainbow Six 3: Black Arrow,X,2004,Shooter,Ubisoft,0.99,0.12,0,0.02,1.13,84,55,8.6,14,M
Donkey Kong,NES,1983,Platform,Nintendo,0.23,0.05,0.84,0.01,1.13,,,,,
Rocksmith,PS3,2011,Misc,Ubisoft,0.53,0.36,0.09,0.15,1.13,80,27,8.3,52,T
Mirrors Edge,PS3,2008,Platform,Electronic Arts,0.31,0.58,0.02,0.22,1.13,79,66,7.8,366,T
Guitar Hero 5,X360,2009,Misc,Activision,0.65,0.37,0,0.11,1.13,85,69,6.8,108,T
Fantasy Life,3DS,2012,Role-Playing,Nintendo,0.33,0.37,0.37,0.06,1.13,73,51,8.6,210,E10+
Jampack Winter 98,PS,1998,Misc,Sony Computer Entertainment,0.63,0.43,0,0.07,1.13,,,,,
Pok\xc3\xa9mon Mystery Dungeon: Red Rescue Team (US weekly sales),GBA,2005,Role-Playing,Nintendo,0.81,0.3,0,0.02,1.13,,,,,
SingStar,PS3,2007,Misc,Sony Computer Entertainment,0.45,0.56,0,0.12,1.13,82,48,5.9,15,T
Moon Patrol,2600,1982,Shooter,Atari,1.05,0.06,0,0.01,1.12,,,,,
Supercar Street Challenge,PS2,2001,Racing,Activision,0.55,0.43,0,0.14,1.12,57,15,7.6,9,E
Rabbids Go Home,Wii,2009,Platform,Ubisoft,0.25,0.74,0,0.14,1.12,78,50,8.3,32,E10+
Pilotwings 64,N64,1996,Simulation,Nintendo,0.56,0.24,0.3,0.02,1.12,,,,,
Rocksmith,X360,2011,Misc,Ubisoft,0.84,0.19,0.01,0.08,1.12,77,30,8.2,62,T
ModNation Racers,PS3,2010,Racing,Sony Computer Entertainment,0.5,0.4,0.06,0.16,1.12,82,85,8.4,202,E
SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,2005,Shooter,Sony Computer Entertainment,1.03,0,0.01,0.08,1.12,82,44,8.6,63,M
Call Of Duty 2: Big Red One,X,2005,Shooter,Activision,0.66,0.4,0,0.05,1.12,78,46,5.1,27,T
Yoshis Cookie,NES,1992,Puzzle,Nintendo,0.41,0.06,0.63,0.02,1.12,,,,,
Guitar Hero 5,PS2,2009,Misc,Activision,0.28,0.3,0,0.54,1.12,71,4,2.6,10,T
Worldwide Soccer Manager 2008,PC,2007,Sports,Russel,0,1.12,0,0,1.12,86,15,8,19,E
Yakuza 3,PS3,2009,Action,Sega,0.21,0.2,0.62,0.08,1.12,79,77,8.1,165,M
Spider-Man 2,X,2004,Action,Activision,0.82,0.26,0,0.04,1.12,83,60,8.3,40,T
Crackdown 2,X360,2010,Shooter,Microsoft Game Studios,0.63,0.36,0.02,0.1,1.12,70,91,6,202,M
The Beatles: Rock Band,PS3,2009,Misc,MTV Games,0.67,0.29,0,0.15,1.12,88,60,8.7,59,T
Dragon Age II,X360,2011,Action,Electronic Arts,0.72,0.29,0.01,0.09,1.11,79,75,4.5,2382,M
Counter-Strike,X,2003,Shooter,Microsoft Game Studios,0.85,0.23,0,0.04,1.11,74,38,7.6,51,M
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PS2,2007,Action,Activision,0.63,0.37,0,0.11,1.11,,,,,
Guitar Hero Encore: Rocks The 80s,PS2,2007,Misc,RedOctane,0.92,0.04,0,0.15,1.11,69,50,6.3,31,T
Fight Night Champion,PS3,2011,Fighting,Electronic Arts,0.45,0.49,0,0.18,1.11,84,52,7.3,95,M
Rock Band,PS2,2007,Misc,Electronic Arts,0.71,0.06,0,0.35,1.11,82,8,6.8,13,T
Tom Clancys Splinter Cell: Chaos Theory,X,2005,Action,Ubisoft,0.68,0.38,0,0.05,1.11,94,70,9,160,M
Arc the Lad,PS,1995,Role-Playing,Sony Computer Entertainment,0,0,1.1,0.01,1.11,,,,,
NBA Jam Tournament Edition,GEN,1994,Sports,Acclaim Entertainment,0.95,0.14,0,0.03,1.11,,,,,
Donkey Kong Jr.,NES,1983,Platform,Nintendo,0.33,0.07,0.7,0.01,1.11,,,,,
Legend of Mana,PS,1999,Role-Playing,SquareSoft,0.18,0.13,0.73,0.07,1.11,,,,,
WWE 2K14,X360,2013,Sports,Take-Two Interactive,0.64,0.37,0,0.1,1.11,75,43,7.7,100,T
Lumines: Puzzle Fusion,PSP,2004,Puzzle,Ubisoft,0.52,0.35,0,0.23,1.11,,,,,
Megamania,2600,1981,Shooter,Activision,1.03,0.06,0,0.01,1.1,,,,,
Jungle Hunt,2600,1982,Platform,Atari,1.03,0.06,0,0.01,1.1,,,,,
Dishonored 2,PS4,2016,Action,Bethesda Softworks,0.41,0.51,0.01,0.18,1.1,88,62,7.7,629,M
Castlevania: Lords of Shadow,PS3,2010,Action,Konami Digital Entertainment,0.5,0.35,0.1,0.15,1.1,85,62,7.9,472,M
Triple Play 98,PS,1997,Sports,Electronic Arts,0.61,0.42,0,0.07,1.1,,,,,
Plants vs. Zombies,DS,2011,Strategy,Mastertronic,0.9,0.12,0,0.08,1.1,81,23,7.4,29,E10+
Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories,G,1999,Strategy,Konami Digital Entertainment,0,0,1.1,0,1.1,,,,,
The Final Fantasy Legend,G,1989,Role-Playing,SquareSoft,0,0,1.1,0,1.1,,,,,
F-Zero X,N64,1998,Racing,Nintendo,0.45,0.33,0.29,0.03,1.1,,,,,
Popeye,NES,1983,Platform,Nintendo,0.51,0.12,0.45,0.02,1.1,,,,,
Lode Runner,NES,1984,Puzzle,Hudson Soft,0,0,1.1,0,1.1,,,,,
Famicom Jump: Eiyuu Retsuden,NES,1989,Role-Playing,Namco Bandai Games,0,0,1.1,0,1.1,,,,,
Omerta: City of Gangsters,PS3,2011,Simulation,Konami Digital Entertainment,0.52,0.43,0,0.15,1.1,,,,,
NBA Live 2001,PS2,2001,Sports,Electronic Arts,0.52,0.4,0.04,0.13,1.1,74,18,,,E
SingStar Legends,PS2,2006,Misc,Sony Computer Entertainment,0.12,0.75,0,0.23,1.1,76,25,,,T
SingStar Rocks!,PS2,2006,Misc,Sony Computer Entertainment,0,0.84,0,0.25,1.1,,,,,
Tales of Symphonia,GC,2003,Role-Playing,Nintendo,0.54,0.21,0.31,0.04,1.1,86,60,8.5,181,T
Need for Speed: ProStreet,Wii,2007,Racing,Electronic Arts,0.53,0.45,0,0.12,1.1,61,16,6.9,14,E10+
GRID,PS3,2008,Racing,Codemasters,0.31,0.56,0.03,0.2,1.1,87,39,8.1,110,E
Medal of Honor: Airborne,X360,2007,Shooter,Electronic Arts,0.45,0.52,0.01,0.12,1.1,73,54,6.7,77,T
Star Ocean: The Second Story,PS,1998,Role-Playing,Sony Computer Entertainment,0.26,0.1,0.72,0.02,1.1,80,13,8.5,44,E
Petz Dogz 2,DS,2007,Simulation,Ubisoft,0.46,0.51,0,0.12,1.1,,,,,E
Sonic and the Black Knight,Wii,2009,Platform,Sega,0.64,0.34,0.01,0.11,1.09,54,51,6.9,199,E10+
Plants vs. Zombies: Garden Warfare,X360,2014,Shooter,Electronic Arts,0.52,0.48,0,0.09,1.09,69,6,7.3,122,E10+
Final Fantasy XIV: A Realm Reborn,PS3,2013,Role-Playing,Square Enix,0.38,0.3,0.28,0.14,1.09,,,,,
NCAA Football 14,X360,2013,Sports,Electronic Arts,1.01,0,0,0.08,1.09,77,18,5.8,74,E
The Legend of Zelda: Twilight Princess HD,WiiU,2016,Action,Nintendo,0.59,0.32,0.09,0.09,1.09,86,74,8.4,340,T
Yakuza 2,PS2,2006,Adventure,Sega,0.05,0.04,0.84,0.16,1.09,77,34,8.1,52,M
Disney Infinity 2.0: Marvel Super Heroes,X360,2014,Action,Disney Interactive Studios,0.66,0.34,0,0.1,1.09,,,,,
LEGO Star Wars III: The Clone Wars,DS,2011,Action,LucasArts,0.62,0.38,0,0.1,1.09,66,8,,,E
Guitar Hero 5,PS3,2009,Misc,Activision,0.53,0.39,0,0.17,1.09,86,54,5.7,87,T
Sonic Free Riders,X360,2010,Racing,Sega,0.75,0.25,0,0.09,1.09,47,52,2.1,98,E
Dragon Ball Z: The Legacy of Goku II,GBA,2003,Role-Playing,Atari,0.78,0.29,0,0.02,1.09,75,21,8.9,39,E
NERF N-Strike,Wii,2008,Shooter,Electronic Arts,0.91,0.09,0,0.09,1.09,66,13,4.4,7,E10+
BeatMania,PS,1998,Simulation,Konami Digital Entertainment,0,0,1.07,0.02,1.09,,,,,
NFL 2K1,DC,2000,Sports,Sega,1.02,0.05,0,0.02,1.09,97,22,6,47,E
Untold Legends: Brotherhood of the Blade,PSP,2005,Role-Playing,Activision,0.54,0.33,0.01,0.22,1.09,68,51,7.6,58,T
Madden NFL 2004,X,2003,Sports,Electronic Arts,1.02,0.02,0,0.05,1.09,92,27,8.3,48,E
The Godfather,PS2,2006,Action,Electronic Arts,0.89,0.03,0.01,0.15,1.09,75,56,8.3,99,M
Star Wars: Bounty Hunter,PS2,2002,Shooter,LucasArts,0.53,0.42,0,0.14,1.09,65,32,8.3,33,T
Densha De Go!,PS,1997,Simulation,Taito,0,0,1.02,0.07,1.09,,,,,
WWE SmackDown vs. Raw 2011,PS3,2010,Fighting,THQ,0.44,0.46,0.01,0.18,1.09,74,42,6.9,42,T
NCAA Football 13,X360,2012,Action,Electronic Arts,1.02,0,0,0.07,1.09,76,20,5.5,65,E
Skate 2,X360,2009,Sports,Electronic Arts,0.82,0.17,0.01,0.09,1.09,84,70,7.9,73,T
Empire: Total War,PC,2009,Strategy,Sega,0.01,0.97,0,0.1,1.09,90,62,6.9,2989,T
NFL Blitz 2000,PS,1998,Sports,Midway Games,0.6,0.41,0,0.07,1.09,,,,,
Imagine: Babysitters,DS,2008,Simulation,Ubisoft,0.63,0.35,0,0.1,1.08,,,,,E
NASCAR Thunder 2004,PS2,2003,Racing,Electronic Arts,0.53,0.41,0,0.14,1.08,88,15,8.9,77,E
SpongeBob SquarePants: Revenge of the Flying Dutchman,PS2,2002,Platform,THQ,0.53,0.41,0,0.14,1.08,,,6.6,41,E
Namco Museum Battle Collection,PSP,2005,Misc,Sony Computer Entertainment,0.75,0.18,0,0.16,1.08,73,28,7.2,9,E10+
Fishermans Bass Clu,PS2,2002,Sports,Agetec,0.53,0.41,0,0.14,1.08,,,,,E
Toy Story 3: The Video Game,PS3,2010,Action,Disney Interactive Studios,0.51,0.4,0,0.17,1.08,,,,,
Virtua Fighter 5,PS3,2007,Fighting,Sega,0.29,0.51,0.08,0.2,1.08,85,47,7.4,67,T
Dantes Inferno,PS3,2010,Action,Electronic Arts,0.64,0.28,0.04,0.13,1.08,75,69,7.5,267,M
Joust,2600,1982,Platform,Atari,1.01,0.06,0,0.01,1.08,,,,,
Tom Clancys Ghost Recon 2,PS2,2004,Shooter,Ubisoft,0.64,0.34,0,0.1,1.08,58,21,6,19,T
LEGO Marvel Super Heroes,XOne,2013,Action,Warner Bros. Interactive Entertainment,0.61,0.37,0,0.1,1.08,,,6.8,73,E10+
Ready 2 Rumble Boxing,PS,1998,Sports,Midway Games,0.6,0.41,0,0.07,1.08,,,,,
Star Wars: The Force Unleashed,PSP,2008,Action,LucasArts,0.43,0.4,0,0.24,1.08,70,10,8.1,49,T
Dragon Ball Z: Taiketsu,GBA,2003,Fighting,Atari,0.77,0.29,0,0.02,1.08,40,23,6.1,22,T
Disney's Lilo & Stitch,GBA,2002,Platform,Ubisoft,0.77,0.29,0,0.02,1.08,,,,,
Star Fox: Assault,GC,2005,Shooter,Nintendo,0.68,0.18,0.19,0.03,1.08,67,59,8.1,106,T
Rayman Legends,PS4,2014,Platform,Ubisoft,0.22,0.69,0,0.17,1.07,90,16,8.5,530,E10+
The Simpsons Game,PSP,2007,Action,Electronic Arts,0.24,0.54,0,0.3,1.07,59,7,6.7,15,T
Doko Demo Issyo,PS,1999,Misc,Sony Computer Entertainment,0,0,1,0.07,1.07,,,,,
LEGO Star Wars II: The Original Trilogy,DS,2006,Action,LucasArts,0.96,0.03,0,0.08,1.07,47,9,5,38,E
FIFA Soccer 11,Wii,2010,Sports,Electronic Arts,0.26,0.69,0,0.12,1.07,73,17,7.3,8,E
Call of Duty 3,PS2,2006,Shooter,Activision,0.89,0.03,0,0.15,1.07,82,14,7.4,83,T
Prince of Persia,PS3,2008,Action,Ubisoft,0.47,0.4,0.03,0.17,1.07,85,59,7.3,246,T
Imagine: Fashion Designer New York,DS,2008,Simulation,Ubisoft,0.65,0.32,0,0.1,1.07,,,,,E
Red Dead Redemption: Undead Nightmare,X360,2010,Action,Take-Two Interactive,0.58,0.38,0.02,0.1,1.07,,,7.6,18,M
Virtua Fighter,SAT,1994,Fighting,Sega,0.17,0.12,0.77,0.02,1.07,,,,,
Championship Manager 99/00,PC,1999,Sports,Eidos Interactive,0,0.98,0,0.09,1.07,,,,,
The Biggest Loser,Wii,2009,Sports,THQ,0.86,0.12,0,0.09,1.07,74,5,8.1,32,E
WWE SmackDown vs. Raw 2010,PS2,2009,Fighting,THQ,0.53,0.01,0,0.54,1.07,,,7.7,31,T
Marvel vs. Capcom 3: Fate of Two Worlds,X360,2011,Fighting,Capcom,0.79,0.18,0.03,0.07,1.07,85,77,7.1,167,T
Tomb Raider: Underworld,X360,2008,Action,Eidos Interactive,0.53,0.42,0.01,0.11,1.07,76,57,6.6,198,T
DJ Hero,X360,2009,Misc,Activision,0.57,0.39,0,0.11,1.07,84,72,8,42,T
NHL 99,PS,1997,Sports,Electronic Arts,0.59,0.4,0,0.07,1.07,,,,,
Pro Evolution Soccer 2008,X360,2007,Sports,Konami Digital Entertainment,0.08,0.9,0.04,0.05,1.07,76,29,7.8,36,E
Tiger Woods PGA Tour 10,Wii,2009,Sports,Electronic Arts,0.6,0.36,0,0.11,1.07,88,44,8.8,57,E
SoulCalibur III,PS2,2005,Fighting,Namco Bandai Games,0.74,0.15,0.13,0.05,1.07,86,57,8.4,96,T
MySims Agents,DS,2009,Adventure,Electronic Arts,0.54,0.42,0,0.11,1.07,60,5,,,E
Lightning Returns: Final Fantasy XIII,PS3,2013,Role-Playing,Square Enix,0.31,0.2,0.45,0.11,1.07,66,62,5.9,556,T
Ridge Racer Revolution,PS,1995,Racing,Sony Computer Entertainment,0.17,0.12,0.71,0.07,1.07,,,,,
World Tour Soccer,PSP,2005,Sports,Sony Computer Entertainment,0.1,0.63,0,0.34,1.07,70,31,5.6,5,E
Naruto: Ultimate Ninja Storm,PS3,2008,Fighting,Namco Bandai Games,0.49,0.34,0.09,0.15,1.07,75,32,8.6,95,T
Hot Wheels Turbo Racing,PS,1999,Racing,Electronic Arts,0.59,0.4,0,0.07,1.07,,,,,
Grand Theft Auto: Chinatown Wars,PSP,2009,Action,Take-Two Interactive,0.28,0.49,0.03,0.27,1.07,90,77,7.3,146,M
NCAA Football 99,PS,1998,Sports,Electronic Arts,0.59,0.4,0,0.07,1.06,,,,,
Mortal Kombat: Armageddon,PS2,2006,Fighting,Midway Games,0.88,0.04,0,0.14,1.06,75,43,8.5,84,M
Freekstyle,PS2,2002,Racing,Electronic Arts,0.52,0.41,0,0.14,1.06,81,25,7.3,14,E
Spore Creatures,DS,2008,Simulation,Electronic Arts,0.66,0.3,0,0.1,1.06,65,20,6.5,21,E
The Orange Box,PS3,2007,Shooter,Electronic Arts,0.28,0.58,0,0.21,1.06,89,21,8.4,188,M
Simple 1500 Series Vol. 1: The Mahjong,PS,1998,Misc,D3Publisher,0,0,0.99,0.07,1.06,,,,,
Bully: Scholarship Edition,X360,2008,Action,Take-Two Interactive,0.53,0.4,0.03,0.11,1.06,80,56,8.3,156,T
Skylanders Giants,PS3,2012,Action,Activision,0.37,0.49,0,0.2,1.06,77,21,6.3,18,E10+
NBA Street V3,PS2,2005,Sports,Electronic Arts,0.52,0.41,0,0.14,1.06,89,36,8.7,37,E
Worms Armageddon,PS,1999,Strategy,Microprose,0.18,0.81,0,0.08,1.06,,,,,
Hulk,PS2,2003,Action,Universal Interactive,0.52,0.41,0,0.14,1.06,71,28,8.3,22,T
Titanfall 2,PS4,2016,Shooter,Electronic Arts,0.46,0.38,0.05,0.17,1.06,89,61,8.4,769,M
NFL Blitz,N64,1998,Sports,Midway Games,1.02,0.04,0,0.01,1.06,,,,,
NFL Quarterback Club 98,N64,1997,Sports,Acclaim Entertainment,1.01,0.05,0,0.01,1.06,,,,,
Endless Ocean,Wii,2007,Adventure,Nintendo,0.43,0.46,0.09,0.09,1.06,72,42,8.1,61,E
Aliens vs Predator,X360,2010,Shooter,Sega,0.55,0.4,0,0.11,1.06,64,64,7.3,247,M
Diablo II: Lord of Destruction,PC,2001,Role-Playing,Vivendi Games,1.03,0.02,0,0,1.06,87,21,9.1,645,M
Spider-Man 2,GBA,2004,Action,Activision,0.76,0.28,0,0.02,1.06,65,12,7.7,6,E
Seek and Destroy,PS2,2002,Racing,Play It,0.52,0.4,0,0.14,1.06,63,9,8.8,10,T
Darksiders,X360,2010,Action,THQ,0.67,0.28,0.01,0.1,1.06,83,81,7.9,293,M
Mercenaries 2: World in Flames,X360,2008,Shooter,Electronic Arts,0.65,0.3,0.01,0.1,1.06,72,69,7.2,152,T
Warhawk,PS3,2007,Simulation,Sony Computer Entertainment,0.49,0.39,0,0.17,1.06,84,50,8.4,184,T
DiRT 3,PS3,2011,Racing,Codemasters,0.27,0.57,0.01,0.2,1.06,87,52,7.1,122,T
LEGO The Lord of the Rings,PS3,2012,Action,Warner Bros. Interactive Entertainment,0.37,0.49,0,0.19,1.05,82,16,8.3,85,E10+
EA Sports UFC,PS4,2014,Sports,Electronic Arts,0.46,0.41,0.01,0.18,1.05,70,57,6.1,280,T
Sega Superstars Tennis,Wii,2008,Sports,Sega,0.28,0.65,0,0.13,1.05,71,24,6.8,17,E10+
DiRT,PS3,2007,Racing,Codemasters,0.16,0.66,0,0.23,1.05,83,32,8,33,E
Call of Duty 4: Modern Warfare,DS,2007,Shooter,Activision,0.95,0.01,0.01,0.08,1.05,75,22,6.9,36,T
Cosmic Ark,2600,1981,Shooter,Imagic,0.99,0.05,0,0.01,1.05,,,,,
Resident Evil: The Darkside Chronicles,Wii,2009,Action,Capcom,0.46,0.31,0.2,0.09,1.05,75,55,8,60,M
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,2006,Shooter,Sony Computer Entertainment,0.81,0.11,0,0.13,1.05,81,31,9,36,T
Dora the Explorer: Dora Saves the Mermaids,DS,2007,Platform,Take-Two Interactive,0.97,0.01,0,0.07,1.05,44,5,2.5,4,E
Defender,2600,1980,Misc,Atari,0.99,0.05,0,0.01,1.05,,,,,
Arc the Lad II,PS,1996,Role-Playing,Sony Computer Entertainment,0,0,0.92,0.13,1.05,,,,,
Derby Stallion 96,SNES,1996,Sports,ASCII Entertainment,0,0,1.04,0.01,1.05,,,,,
Adventure Island,NES,1986,Platform,Hudson Soft,0,0,1.05,0,1.05,,,,,
Tag Team Match M.U.S.C.L.E.,NES,1985,Fighting,Namco Bandai Games,0,0,1.05,0,1.05,,,,,
NBA 2K3,PS2,2002,Sports,Sega,0.51,0.4,0,0.13,1.05,89,21,8,22,E
The Simpsons: Road Rage,X,2001,Racing,Electronic Arts,0.78,0.26,0,0.01,1.05,61,17,8.3,6,T
Dave Mirra Freestyle BMX,PS,2000,Sports,Acclaim Entertainment,0.91,0.11,0,0.03,1.05,82,14,8.4,5,E
Forza Motorsport,X,2005,Racing,Microsoft Game Studios,0.52,0.51,0,0.02,1.05,92,73,7.6,214,E
Virtua Tennis 3,PS3,2007,Sports,Sega,0.23,0.58,0.03,0.21,1.05,80,35,7.9,32,E
Monster Rancher 2,PS,1998,Simulation,Sony Computer Entertainment,0.19,0.13,0.66,0.07,1.05,83,6,,,E
Imagine: Animal Doctor,DS,2007,Simulation,Ubisoft,0.45,0.48,0,0.11,1.04,,,7.4,5,E
MVP Baseball 2003,PS2,2003,Sports,Electronic Arts,0.51,0.4,0,0.13,1.04,81,22,8.9,17,E
Legacy of Kain: Soul Reaver,PS,1999,Action,Eidos Interactive,0.58,0.4,0,0.07,1.04,91,17,9,133,T
WWE SmackDown vs. Raw 2010,X360,2009,Fighting,THQ,0.56,0.37,0.01,0.1,1.04,80,59,8.4,36,T
Tales of Destiny,PS,1997,Role-Playing,Namco Bandai Games,0.09,0.06,0.83,0.07,1.04,,,,,
Sleeping Dogs,PS3,2012,Action,Square Enix,0.31,0.49,0.05,0.19,1.04,83,40,7.7,646,M
ATV: Quad Power Racing,PS,2000,Racing,Acclaim Entertainment,0.58,0.39,0,0.07,1.04,42,9,,,E
Mega Man X4,PS,1996,Action,Virgin Interactive,0.45,0.3,0.22,0.07,1.04,,,,,
Naruto: Clash of Ninja 2,GC,2003,Fighting,Nintendo,0.44,0.12,0.45,0.03,1.04,74,22,8.9,39,T
Dance Dance Revolution SuperNOVA,PS2,2006,Simulation,Konami Digital Entertainment,0.87,0.03,0,0.14,1.04,73,25,8.7,6,E10+
Aliens vs Predator,PS3,2010,Shooter,Sega,0.41,0.46,0,0.18,1.04,65,57,7.3,169,M
